30,30,11,10,1,1,n,n
31,29,5,9,1,2,c,n
29,31,6,12,1,2,d,n
28,32,8,14,1,1,n,n
27,33,8,4,5,1,n,d
28,32,4,3,5,2,n,c
33,27,11,2,5,1,n,d
34,26,13,8,1,1,n,n
35,25,12,9,1,1,n,n
36,24,8,10,1,1,n,n
35,25,14,8,1,1,n,n
36,24,11,13,1,1,n,n
35,25,7,13,1,2,d,n
34,26,13,8,1,1,n,n
35,25,6,13,1,2,d,n
34,26,4,5,5,2,n,c
29,31,13,9,1,1,n,n
30,30,11,11,1,1,n,n
30,30,14,11,1,1,n,n
31,29,4,12,1,2,d,n
30,30,6,8,1,2,d,n
29,31,3,4,5,3,n,c
24,36,14,5,5,1,n,d
25,35,4,10,1,2,d,n
24,36,12,3,5,4,n,d
28,32,3,7,1,4,c,n
24,36,11,3,5,1,n,d
25,35,12,2,5,1,n,d
26,34,4,8,1,2,d,n
25,35,6,14,1,2,d,n
24,36,6,3,5,2,n,d
26,34,10,5,5,1,n,d
27,33,11,14,1,1,n,n
26,34,4,9,1,4,d,n
25,35,4,13,5,2,n,c
20,40,7,6,5,2,n,d
22,38,2,13,5,3,n,c
17,43,12,14,1,1,n,n
16,44,6,5,5,2,n,d
18,42,2,4,5,3,n,c
13,47,11,14,5,1,n,d
14,46,11,11,1,1,n,n
14,46,9,4,5,1,n,d
15,45,5,12,5,2,n,c
10,50,10,2,5,1,n,d
11,49,4,10,1,2,d,n
10,50,2,14,5,3,n,c
15,45,14,4,5,1,n,d
16,44,3,13,5,3,n,c
11,49,12,5,5,1,n,d
12,48,4,10,1,2,d,n
11,49,3,14,5,3,n,c
6,54,2,14,5,3,n,c
11,49,7,5,5,2,n,d
13,47,7,3,5,2,n,d
15,45,2,8,1,3,d,n
14,46,4,6,5,2,n,c
9,51,5,6,5,2,n,c
4,56,9,13,4,1,n,d
5,55,12,9,1,1,n,n
6,54,14,8,1,1,n,n
7,53,14,13,5,1,n,d
8,52,5,8,1,2,d,n
7,53,4,14,1,2,d,n
6,54,8,3,5,1,n,d
7,53,14,10,1,1,n,n
8,52,5,2,5,2,n,c
13,47,11,12,5,1,n,d
14,46,6,4,5,2,n,c
19,41,14,2,5,1,n,d
20,40,14,11,1,1,n,n
21,39,7,8,1,2,d,n
20,40,11,10,1,1,n,n
21,39,12,2,5,4,n,d
25,35,13,13,5,1,n,d
26,34,11,3,5,1,n,d
27,33,14,9,1,1,n,n
28,32,9,14,5,1,n,d
29,31,7,6,5,2,n,d
31,29,12,3,5,1,n,d
32,28,9,3,5,1,n,d
33,27,5,13,1,2,d,n
32,28,2,7,1,3,d,n
31,29,3,7,1,3,d,n
30,30,14,5,5,1,n,d
31,29,7,5,5,2,n,d
33,27,6,8,1,2,d,n
32,28,10,9,1,1,n,n
33,27,14,13,1,1,n,n
34,26,7,3,5,2,n,d
36,24,11,4,5,1,n,d
37,23,7,3,5,2,n,d
39,21,3,13,5,3,n,c
34,26,10,13,5,1,n,d
35,25,4,11,1,2,d,n
34,26,4,4,5,2,n,c
34,26,12,11,1,4,c,n
38,22,14,13,5,1,n,d
39,21,14,7,1,1,n,n
40,20,9,5,5,1,n,d
41,19,11,11,1,1,n,n
41,19,3,2,5,3,n,c
46,14,11,9,1,1,n,n
47,13,14,2,5,1,n,d
48,12,6,5,5,2,n,c
53,7,11,4,5,1,n,d
54,6,4,6,5,2,n,c
49,11,5,8,1,2,d,n
48,12,10,12,5,1,n,d
49,11,12,14,5,3,n,d
52,8,11,13,5,1,n,d
53,7,10,13,1,1,n,n
52,8,4,3,5,2,n,c
57,3,6,7,1,1,n,n
56,4,9,8,1,1,n,n
57,3,14,9,1,1,n,n
58,2,4,10,1,1,n,n
57,3,8,2,3,1,n,d
58,2,12,4,2,1,n,d
59,1,5,8,1,1,n,n
58,2,2,6,2,1,n,c
56,4,12,7,1,1,n,n
57,3,11,12,1,1,n,n
56,4,5,14,1,1,n,n
55,5,5,5,5,2,n,c
55,5,13,3,5,1,n,d
56,4,14,3,4,1,n,d
57,3,13,14,1,1,n,n
56,4,5,9,1,1,n,n
55,5,13,6,5,2,n,d
57,3,10,8,1,1,n,n
58,2,14,13,2,1,n,d
59,1,3,13,1,1,n,n
58,2,13,12,2,1,n,d
59,1,13,5,1,1,n,n
