30,30,6,5,1,2,c,n
32,28,13,5,1,1,n,n
33,27,9,10,1,1,n,n
32,28,14,6,2,1,n,d
33,27,8,5,1,1,n,n
34,26,5,14,1,2,c,n
32,28,10,3,1,1,n,n
33,27,6,9,1,2,d,n
32,28,6,14,2,2,n,n
30,30,5,14,1,2,d,n
29,31,12,4,2,4,c,n
33,27,11,5,1,1,n,n
34,26,8,7,1,1,n,n
35,25,13,8,2,4,c,n
39,21,6,2,1,2,d,n
38,22,4,5,5,2,n,c
33,27,7,10,1,2,d,n
32,28,5,12,1,2,d,n
31,29,4,13,1,2,d,n
30,30,5,9,1,2,d,n
29,31,3,13,1,3,c,n
26,34,11,8,1,1,n,n
27,33,4,13,1,2,d,n
26,34,8,14,1,1,n,n
25,35,4,9,1,2,d,n
24,36,2,2,5,3,n,c
24,36,7,11,1,2,d,n
23,37,13,14,1,4,c,n
19,41,13,12,1,1,n,n
20,40,3,6,5,3,n,c
15,45,11,12,1,1,n,n
14,46,14,4,5,1,n,d
15,45,4,14,1,2,d,n
14,46,6,3,5,2,n,d
16,44,12,12,1,1,n,n
16,44,9,2,5,1,n,d
17,43,9,13,1,1,n,n
16,44,11,11,1,1,n,n
16,44,2,11,1,4,c,n
12,48,13,3,5,1,n,d
13,47,14,7,2,4,d,n
11,49,14,4,5,1,n,d
12,48,7,6,5,2,n,d
14,46,9,4,5,1,n,d
15,45,6,7,2,2,n,n
13,47,12,3,5,1,n,d
14,46,14,9,1,1,n,n
15,45,12,11,1,4,c,n
19,41,11,10,1,1,n,n
20,40,6,10,1,2,c,n
18,42,2,6,5,4,n,c
13,47,4,3,5,2,n,c
18,42,14,12,1,1,n,n
19,41,2,11,1,4,c,n
15,45,10,3,5,1,n,d
16,44,9,4,5,1,n,d
17,43,5,5,5,2,n,c
17,43,8,13,1,1,n,n
16,44,8,6,5,1,n,d
17,43,4,11,1,4,c,n
13,47,6,8,1,2,d,n
12,48,4,7,2,2,n,n
10,50,5,8,1,2,d,n
9,51,9,5,5,1,n,d
10,50,7,4,5,2,n,d
12,48,7,4,5,2,n,d
14,46,12,12,1,1,n,n
14,46,7,14,1,2,c,n
12,48,9,2,5,1,n,d
13,47,7,11,1,2,c,n
11,49,13,14,1,1,n,n
10,50,9,4,5,1,n,d
11,49,12,11,1,1,n,n
12,48,3,5,5,3,n,c
7,53,6,10,1,2,d,n
6,54,7,4,5,2,n,d
8,52,6,11,1,2,d,n
7,53,14,5,5,4,n,d
11,49,7,9,1,2,d,n
10,50,6,13,1,2,d,n
