30,30,5,11,1,2,d,n
29,31,14,13,1,1,n,n
30,30,14,10,1,1,n,n
31,29,3,6,5,3,n,c
26,34,5,3,5,2,n,c
31,29,5,3,5,2,n,c
36,24,3,9,1,3,d,n
35,25,7,4,5,2,n,d
37,23,3,10,1,3,d,n
36,24,2,8,1,3,d,n
35,25,3,11,1,3,d,n
34,26,4,5,5,4,n,c
29,31,8,12,5,1,n,d
30,30,11,14,1,1,n,n
29,31,12,4,5,4,n,d
33,27,9,3,5,1,n,d
34,26,4,3,5,2,n,c
39,21,8,5,5,1,n,d
40,20,11,12,1,1,n,n
39,21,11,12,1,1,n,n
38,22,6,4,5,2,n,d
40,20,3,14,1,4,d,n
39,21,2,13,1,3,d,n
38,22,10,12,1,1,n,n
37,23,6,4,5,2,n,d
39,21,10,4,5,1,n,d
40,20,6,2,5,2,n,d
42,18,2,10,1,3,d,n
41,19,14,3,5,1,n,d
42,18,13,7,1,1,n,n
43,17,12,8,1,1,n,n
44,16,13,5,5,1,n,d
45,15,5,4,5,2,n,c
50,10,9,7,1,1,n,n
51,9,13,13,1,1,n,n
51,9,2,13,1,2,d,n
50,10,3,5,5,3,n,c
45,15,8,5,5,1,n,d
46,14,2,10,1,3,d,n
45,15,7,8,1,2,d,n
44,16,12,3,5,1,n,d
45,15,9,8,1,1,n,n
46,14,13,4,5,3,n,d
49,11,8,11,1,1,n,n
48,12,11,11,1,1,n,n
48,12,11,14,1,1,n,n
47,13,12,6,5,1,n,d
48,12,8,2,5,1,n,d
49,11,5,8,1,2,d,n
48,12,12,5,5,1,n,d
49,11,6,13,1,2,d,n
48,12,4,11,1,2,d,n
47,13,6,9,1,2,d,n
46,14,4,7,1,2,d,n
45,15,2,9,1,3,c,n
42,18,7,8,1,2,d,n
41,19,13,12,1,1,n,n
42,18,4,6,5,2,n,c
37,23,4,11,1,2,d,n
36,24,12,13,1,1,n,n
35,25,3,8,1,3,d,n
34,26,9,9,1,1,n,n
34,26,11,9,1,1,n,n
35,25,10,7,1,1,n,n
36,24,10,14,1,1,n,n
35,25,8,10,1,1,n,n
34,26,3,3,5,4,n,c
34,26,2,6,5,3,n,c
29,31,10,14,5,1,n,d
30,30,11,5,5,1,n,d
31,29,5,7,1,2,d,n
30,30,12,14,1,1,n,n
29,31,13,5,5,4,n,d
33,27,5,8,1,2,d,n
32,28,12,4,5,1,n,d
33,27,7,3,5,2,n,d
35,25,14,5,5,1,n,d
36,24,13,9,1,4,c,n
40,20,7,4,5,2,n,d
42,18,13,2,5,1,n,d
43,17,6,6,5,2,n,d
45,15,11,11,1,1,n,n
45,15,4,14,5,4,n,c
40,20,13,4,5,4,n,d
44,16,8,4,5,1,n,d
45,15,3,5,5,4,n,c
40,20,11,4,5,1,n,d
41,19,12,13,1,4,d,n
40,20,9,6,5,1,n,d
41,19,9,8,1,1,n,n
42,18,4,2,5,4,n,c
47,13,11,10,1,1,n,n
48,12,10,6,5,1,n,d
49,11,11,14,5,1,n,d
50,10,7,8,1,2,d,n
49,11,14,11,1,3,d,n
48,12,6,8,1,2,d,n
47,13,14,9,1,1,n,n
48,12,6,3,5,2,n,d
50,10,14,8,1,3,c,n
53,7,14,10,1,1,n,n
54,6,12,5,5,1,n,d
55,5,5,7,1,2,d,n
54,6,14,2,5,1,n,d
55,5,5,12,5,2,n,c
50,10,2,4,5,3,n,c
45,15,8,9,1,1,n,n
44,16,9,13,1,1,n,n
43,17,11,8,1,1,n,n
44,16,11,9,1,1,n,n
45,15,8,3,5,1,n,d
46,14,5,11,1,2,d,n
45,15,4,13,1,2,d,n
44,16,11,8,1,1,n,n
45,15,5,14,5,2,n,c
40,20,4,12,5,2,n,c
35,25,11,6,5,1,n,d
36,24,13,6,5,4,n,d
40,20,11,4,5,1,n,d
41,19,10,7,1,1,n,n
42,18,3,3,5,3,n,c
42,18,4,3,5,2,n,c
47,13,2,6,5,3,n,c
42,18,6,14,1,2,d,n
41,19,12,10,1,4,c,n
45,15,12,6,5,1,n,d
46,14,6,14,1,2,d,n
45,15,13,3,5,1,n,d
46,14,3,2,5,3,n,c
51,9,11,7,1,1,n,n
52,8,4,10,1,2,d,n
51,9,3,4,5,2,n,c
46,14,2,13,5,3,n,c
41,19,4,7,1,2,d,n
40,20,8,12,1,1,n,n
39,21,6,9,1,2,d,n
38,22,8,2,5,1,n,d
39,21,12,5,5,4,n,d
43,17,14,8,1,1,n,n
44,16,13,5,5,1,n,d
45,15,9,12,5,1,n,d
46,14,6,2,5,2,n,d
48,12,9,8,1,1,n,n
49,11,10,8,1,1,n,n
50,10,7,10,1,2,d,n
49,11,14,3,5,1,n,d
50,10,3,2,5,3,n,c
55,5,9,4,5,1,n,d
56,4,12,7,1,1,n,n
57,3,10,6,3,1,n,d
58,2,4,6,2,1,n,c
56,4,12,6,4,1,n,d
57,3,8,9,1,1,n,n
56,4,11,4,4,1,n,d
57,3,8,13,1,1,n,n
56,4,3,14,4,1,n,c
52,8,13,14,5,1,n,d
53,7,10,7,1,1,n,n
54,6,8,4,5,1,n,d
55,5,3,9,1,2,d,n
54,6,5,9,1,2,d,n
53,7,7,4,5,2,n,d
55,5,14,8,1,1,n,n
56,4,9,5,4,1,n,d
57,3,13,14,1,1,n,n
56,4,6,10,1,1,n,n
55,5,8,12,1,1,n,n
54,6,12,12,5,1,n,d
55,5,12,7,1,1,n,n
56,4,14,4,4,1,n,d
57,3,11,11,1,1,n,n
57,3,9,7,1,1,n,n
58,2,10,7,1,1,n,n
59,1,14,3,1,1,n,n
