30,30,5,12,2,2,n,n
28,32,11,10,1,1,n,n
29,31,11,12,2,1,n,c
27,33,8,3,1,1,n,n
28,32,13,11,1,1,n,n
29,31,11,14,1,1,n,n
28,32,3,8,2,3,c,n
25,35,11,12,1,1,n,n
24,36,13,8,1,1,n,n
25,35,13,4,1,4,c,n
29,31,8,6,2,1,n,c
31,29,9,14,1,1,n,n
30,30,5,3,1,2,d,n
29,31,6,9,2,2,n,n
27,33,8,3,1,1,n,n
28,32,6,7,2,2,n,n
26,34,8,12,1,1,n,n
25,35,8,11,1,1,n,n
24,36,2,6,5,3,n,c
19,41,2,14,1,3,d,n
18,42,6,2,5,2,n,d
20,40,7,5,5,2,n,d
22,38,4,12,1,2,c,n
20,40,6,7,2,2,n,n
18,42,9,4,5,1,n,d
19,41,14,5,5,1,n,d
20,40,5,4,5,2,n,c
25,35,13,8,1,1,n,n
26,34,8,7,2,1,n,c
28,32,3,13,1,3,d,n
27,33,9,11,1,1,n,n
26,34,11,4,5,1,n,d
27,33,7,9,1,2,d,n
26,34,11,14,1,1,n,n
25,35,2,8,1,3,d,n
24,36,3,8,1,3,d,n
23,37,14,10,1,1,n,n
24,36,3,3,5,3,n,c
24,36,12,13,1,4,c,n
20,40,2,8,1,3,d,n
19,41,14,8,1,1,n,n
20,40,12,10,1,1,n,n
21,39,9,6,5,1,n,d
22,38,14,5,5,1,n,d
23,37,11,13,1,1,n,n
22,38,6,6,5,2,n,d
24,36,4,5,5,2,n,c
19,41,14,12,1,1,n,n
20,40,9,14,1,1,n,n
19,41,6,2,5,2,n,d
21,39,13,2,5,1,n,d
22,38,5,11,1,2,d,n
21,39,11,12,1,1,n,n
20,40,7,13,1,2,d,n
19,41,7,12,1,2,d,n
18,42,5,11,1,2,d,n
17,43,3,5,5,4,n,c
12,48,14,8,1,4,d,n
11,49,4,9,1,2,d,n
10,50,7,13,1,2,d,n
9,51,2,4,5,3,n,c
4,56,7,10,1,2,d,n
3,57,8,14,1,1,n,n
2,58,2,3,2,2,n,n
